Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
,Bahamas,25.0343,-77.3963,2020-04-09,41,8,5,28
,Bahrain,26.0275,50.55,2020-04-09,887,5,519,363
,Bangladesh,23.685,90.3563,2020-04-09,330,21,33,276
,Barbados,13.1939,-59.5432,2020-04-09,66,3,11,52
,Belarus,53.7098,27.9534,2020-04-09,1486,16,139,1331
,Belgium,50.8333,4.0,2020-04-09,24983,2523,5164,17296
,Benin,9.3077,2.3158,2020-04-09,26,1,5,20
,Bhutan,27.5142,90.4336,2020-04-09,5,0,2,3
,Bolivia,-16.2902,-63.5887,2020-04-09,264,18,2,244
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-09,858,35,101,722
,Brazil,-14.235,-51.9253,2020-04-09,18092,950,173,16969
,Brunei,4.5353,114.7277,2020-04-09,135,1,92,42
,Bulgaria,42.7339,25.4858,2020-04-09,618,24,48,546
,Burkina Faso,12.2383,-1.5616,2020-04-09,443,24,146,273
,Cabo Verde,16.5388,-23.0418,2020-04-09,7,1,1,5
,Cambodia,11.55,104.9167,2020-04-09,119,0,62,57
,Cameroon,3.848,11.5021,2020-04-09,730,10,60,660
Alberta,Canada,53.9333,-116.5765,2020-04-09,1423,29,0,1394
British Columbia,Canada,49.2827,-123.1207,2020-04-09,1336,48,0,1288
Manitoba,Canada,53.7609,-98.8139,2020-04-09,221,3,0,218
New Brunswick,Canada,46.5653,-66.4619,2020-04-09,108,0,0,108
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-09,232,2,0,230
Nova Scotia,Canada,44.682,-63.7443,2020-04-09,342,1,0,341
Ontario,Canada,51.2538,-85.3232,2020-04-09,5759,200,0,5559
Prince Edward Island,Canada,46.5107,-63.4168,2020-04-09,25,0,0,25
Quebec,Canada,52.9399,-73.5491,2020-04-09,10912,216,0,10696
Saskatchewan,Canada,52.9399,-106.4509,2020-04-09,271,3,0,268
,Central African Republic,6.6111,20.9394,2020-04-09,8,0,0,8
,Chad,15.4542,18.7322,2020-04-09,11,0,2,9
,Chile,-35.6751,-71.543,2020-04-09,5972,57,1274,4641
Anhui,China,31.8257,117.2264,2020-04-09,991,6,984,1
Beijing,China,40.1824,116.4142,2020-04-09,588,8,464,116
Chongqing,China,30.0572,107.874,2020-04-09,579,6,570,3
Fujian,China,26.0789,117.9874,2020-04-09,351,1,308,42
Gansu,China,37.8099,101.0583,2020-04-09,139,2,135,2
Guangdong,China,23.3417,113.4244,2020-04-09,1539,8,1423,108
Guangxi,China,23.8298,108.7881,2020-04-09,254,2,252,0
Guizhou,China,26.8154,106.8748,2020-04-09,146,2,144,0
Hainan,China,19.1959,109.7453,2020-04-09,168,6,162,0
Hebei,China,39.549,116.1306,2020-04-09,327,6,313,8
Heilongjiang,China,47.862,127.7615,2020-04-09,609,13,470,126
Henan,China,33.882,113.614,2020-04-09,1276,22,1252,2
Hong Kong,China,22.3,114.2,2020-04-09,973,4,293,676
Hubei,China,30.9756,112.2707,2020-04-09,67803,3215,64187,401
Hunan,China,27.6104,111.7088,2020-04-09,1019,4,1014,1
Inner Mongolia,China,44.0935,113.9448,2020-04-09,126,1,79,46
Jiangsu,China,32.9711,119.455,2020-04-09,651,0,633,18
Jiangxi,China,27.614,115.7221,2020-04-09,937,1,935,1
Jilin,China,43.6661,126.1923,2020-04-09,98,1,93,4
Liaoning,China,41.2956,122.6085,2020-04-09,144,2,132,10
Macau,China,22.1667,113.55,2020-04-09,45,0,10,35
Ningxia,China,37.2692,106.1655,2020-04-09,75,0,75,0
Qinghai,China,35.7452,95.9956,2020-04-09,18,0,18,0
Shaanxi,China,35.1917,108.8701,2020-04-09,256,3,246,7
Shandong,China,36.3427,118.1498,2020-04-09,783,7,756,20
Shanghai,China,31.202,121.4491,2020-04-09,552,7,422,123
Shanxi,China,37.5777,112.2922,2020-04-09,166,0,134,32
Sichuan,China,30.6171,102.7103,2020-04-09,560,3,541,16
Tianjin,China,39.3054,117.323,2020-04-09,182,3,152,27
Tibet,China,31.6927,88.0924,2020-04-09,1,0,1,0
Xinjiang,China,41.1129,85.2401,2020-04-09,76,3,73,0
Yunnan,China,24.974,101.487,2020-04-09,184,2,173,9
Zhejiang,China,29.1832,120.0934,2020-04-09,1267,1,1235,31
,Colombia,4.5709,-74.2973,2020-04-09,2223,69,174,1980
,Congo (Brazzaville),-4.0383,21.7587,2020-04-09,60,5,5,50
,Congo (Kinshasa),-4.0383,21.7587,2020-04-09,180,18,9,153
,Costa Rica,9.7489,-83.7534,2020-04-09,539,3,30,506
,Cote d'Ivoire,7.54,-5.5471,2020-04-09,444,3,52,389
,Croatia,45.1,15.2,2020-04-09,1407,20,219,1168
,Cuba,22.0,-80.0,2020-04-09,515,15,28,472
,Cyprus,35.1264,33.4299,2020-04-09,564,10,53,501
,Czechia,49.8175,15.473,2020-04-09,5569,112,301,5156
Faroe Islands,Denmark,61.8926,-6.9118,2020-04-09,184,0,136,48
Greenland,Denmark,71.7069,-42.6043,2020-04-09,11,0,11,0
,Denmark,56.2639,9.5018,2020-04-09,5635,237,1736,3662
,Djibouti,11.8251,42.5903,2020-04-09,135,0,25,110
,Dominican Republic,18.7357,-70.1627,2020-04-09,2349,118,80,2151
,Ecuador,-1.8312,-78.1834,2020-04-09,4965,272,339,4354
,Egypt,26.0,30.0,2020-04-09,1699,118,348,1233
,El Salvador,13.7942,-88.8965,2020-04-09,103,6,14,83
,Equatorial Guinea,1.5,10.0,2020-04-09,18,0,3,15
,Eritrea,15.1794,39.7823,2020-04-09,33,0,0,33
,Estonia,58.5953,25.0136,2020-04-09,1207,24,83,1100
,Eswatini,-26.5225,31.4659,2020-04-09,12,0,7,5
,Ethiopia,9.145,40.4897,2020-04-09,56,2,4,50
,Fiji,-17.7134,178.065,2020-04-09,15,0,0,15
,Finland,64.0,26.0,2020-04-09,2605,42,300,2263
French Guiana,France,3.9339,-53.1258,2020-04-09,83,0,43,40
French Polynesia,France,-17.6797,149.4068,2020-04-09,51,0,0,51
Guadeloupe,France,16.25,-61.5833,2020-04-09,141,8,43,90
Mayotte,France,-12.8275,45.1662,2020-04-09,184,2,22,160
New Caledonia,France,-20.9043,165.618,2020-04-09,18,0,1,17
Reunion,France,-21.1351,55.2471,2020-04-09,362,0,40,322
Saint Barthelemy,France,17.9,-62.8333,2020-04-09,6,0,1,5
St Martin,France,18.0708,-63.0501,2020-04-09,32,2,7,23
Martinique,France,14.6415,-61.0242,2020-04-09,154,6,50,98
,France,46.2276,2.2137,2020-04-09,117749,12210,23206,82333
,Gabon,-0.8037,11.6094,2020-04-09,44,1,1,42
,Gambia,13.4432,-15.3101,2020-04-09,4,1,2,1
,Georgia,42.3154,43.3569,2020-04-09,218,3,51,164
,Germany,51.0,9.0,2020-04-09,118181,2607,52407,63167
,Ghana,7.9465,-1.0232,2020-04-09,378,6,3,369
,Greece,39.0742,21.8243,2020-04-09,1955,87,269,1599
,Guatemala,15.7835,-90.2308,2020-04-09,95,3,17,75
,Guinea,9.9456,-9.6966,2020-04-09,194,0,11,183
,Guyana,5.0,-58.75,2020-04-09,37,6,8,23
,Haiti,18.9712,-72.2852,2020-04-09,30,2,0,28
,Holy See,41.9029,12.4534,2020-04-09,8,0,2,6
,Honduras,15.2,-86.2419,2020-04-09,343,23,6,314
,Hungary,47.1625,19.5033,2020-04-09,980,66,96,818
,Iceland,64.9631,-19.0208,2020-04-09,1648,6,688,954
,India,21.0,78.0,2020-04-09,6725,226,620,5879
,Indonesia,-0.7893,113.9213,2020-04-09,3293,280,252,2761
,Iran,32.0,53.0,2020-04-09,66220,4110,32309,29801
,Iraq,33.0,44.0,2020-04-09,1232,69,496,667
,Ireland,53.1424,-7.6921,2020-04-09,6574,263,25,6286
,Israel,31.0,35.0,2020-04-09,9968,86,1011,8871
,Italy,43.0,12.0,2020-04-09,143626,18279,28470,96877
,Jamaica,18.1096,-77.2975,2020-04-09,63,4,12,47
,Japan,36.0,138.0,2020-04-09,4667,94,632,3941
,Jordan,31.24,36.51,2020-04-09,372,7,161,204
,Kazakhstan,48.0196,66.9237,2020-04-09,781,8,60,713
,Kenya,-0.0236,37.9062,2020-04-09,184,7,12,165
,South Korea,36.0,128.0,2020-04-09,10423,204,6973,3246
,Kuwait,29.5,47.75,2020-04-09,910,1,111,798
,Kyrgyzstan,41.2044,74.7661,2020-04-09,280,4,35,241
,Latvia,56.8796,24.6032,2020-04-09,589,3,16,570
,Lebanon,33.8547,35.8623,2020-04-09,582,19,67,496
,Liberia,6.4281,-9.4295,2020-04-09,31,4,3,24
,Liechtenstein,47.14,9.55,2020-04-09,78,1,55,22
,Lithuania,55.1694,23.8813,2020-04-09,955,16,8,931
,Luxembourg,49.8153,6.1296,2020-04-09,3115,52,500,2563
,Madagascar,-18.7669,46.8691,2020-04-09,93,0,11,82
,Malaysia,2.5,112.5,2020-04-09,4228,67,1608,2553
,Maldives,3.2028,73.2207,2020-04-09,19,0,13,6
,Malta,35.9375,14.3754,2020-04-09,337,2,16,319
,Mauritania,21.0079,10.9408,2020-04-09,7,1,2,4
,Mauritius,-20.2,57.5,2020-04-09,314,7,23,284
,Mexico,23.6345,-102.5528,2020-04-09,3181,174,633,2374
,Moldova,47.4116,28.3699,2020-04-09,1289,29,50,1210
,Monaco,43.7333,7.4167,2020-04-09,84,1,5,78
,Mongolia,46.8625,103.8467,2020-04-09,16,0,4,12
,Montenegro,42.5,19.3,2020-04-09,252,2,4,246
,Morocco,31.7917,-7.0926,2020-04-09,1374,97,109,1168
,Namibia,-22.9576,18.4904,2020-04-09,16,0,3,13
,Nepal,28.1667,84.25,2020-04-09,9,0,1,8
Aruba,Netherlands,12.5186,-70.0358,2020-04-09,82,0,20,62
Curacao,Netherlands,12.1696,-68.99,2020-04-09,14,1,7,6
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-09,43,6,1,36
,Netherlands,52.1326,5.2913,2020-04-09,21762,2396,250,19116
,New Zealand,-40.9006,174.886,2020-04-09,1239,1,317,921
,Nicaragua,12.8654,-85.2072,2020-04-09,7,1,0,6
,Niger,17.6078,8.0817,2020-04-09,410,11,40,359
,Nigeria,9.082,8.6753,2020-04-09,288,7,51,230
,North Macedonia,41.6086,21.7453,2020-04-09,663,30,37,596
,Norway,60.472,8.4689,2020-04-09,6211,108,32,6071
,Oman,21.0,57.0,2020-04-09,457,3,109,345
,Pakistan,30.3753,69.3451,2020-04-09,4489,65,572,3852
,Panama,8.538,-80.7821,2020-04-09,2528,63,16,2449
,Papua New Guinea,-6.315,143.9555,2020-04-09,2,0,0,2
,Paraguay,-23.4425,-58.4438,2020-04-09,124,5,18,101
,Peru,-9.19,-75.0152,2020-04-09,5256,138,1438,3680
,Philippines,13.0,122.0,2020-04-09,4076,203,124,3749
,Poland,51.9194,19.1451,2020-04-09,5575,174,284,5117
,Portugal,39.3999,-8.2245,2020-04-09,13956,409,205,13342
,Qatar,25.3548,51.1839,2020-04-09,2376,6,206,2164
,Romania,45.9432,24.9668,2020-04-09,5202,248,647,4307
,Russia,60.0,90.0,2020-04-09,10131,76,698,9357
,Rwanda,-1.9403,29.8739,2020-04-09,110,0,7,103
,Saint Lucia,13.9094,-60.9789,2020-04-09,14,0,1,13
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-09,12,0,1,11
,San Marino,43.9424,12.4578,2020-04-09,333,34,49,250
,Saudi Arabia,24.0,45.0,2020-04-09,3287,44,666,2577
,Senegal,14.4974,-14.4524,2020-04-09,250,2,123,125
,Serbia,44.0165,21.0059,2020-04-09,2867,66,0,2801
,Seychelles,-4.6796,55.492,2020-04-09,11,0,0,11
,Singapore,1.2833,103.8333,2020-04-09,1910,6,460,1444
,Slovakia,48.669,19.699,2020-04-09,701,2,23,676
,Slovenia,46.1512,14.9955,2020-04-09,1124,43,128,953
,Somalia,5.1521,46.1996,2020-04-09,12,1,1,10
,South Africa,-30.5595,22.9375,2020-04-09,1934,18,95,1821
,Spain,40.0,-4.0,2020-04-09,153222,15447,52165,85610
,Sri Lanka,7.0,81.0,2020-04-09,190,7,49,134
,Sudan,12.8628,30.2176,2020-04-09,15,2,2,11
,Suriname,3.9193,-56.0278,2020-04-09,10,1,4,5
,Sweden,63.0,16.0,2020-04-09,9141,793,205,8143
,Switzerland,46.8182,8.2275,2020-04-09,24051,948,10600,12503
,Taiwan*,23.7,121.0,2020-04-09,380,5,67,308
,Tanzania,-6.369,34.8888,2020-04-09,25,1,5,19
,Thailand,15.0,101.0,2020-04-09,2423,32,940,1451
,Togo,8.6195,0.8248,2020-04-09,73,3,24,46
,Trinidad and Tobago,10.6918,-61.2225,2020-04-09,109,8,1,100
,Tunisia,34.0,9.0,2020-04-09,643,25,25,593
,Turkey,38.9637,35.2433,2020-04-09,42282,908,2142,39232
,Uganda,1.0,32.0,2020-04-09,53,0,0,53
,Ukraine,48.3794,31.1656,2020-04-09,1892,57,45,1790
,United Arab Emirates,24.0,54.0,2020-04-09,2990,14,268,2708
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-09,48,4,25,19
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-09,45,1,6,38
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-09,361,8,40,313
Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-09,123,0,60,63
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-09,190,1,92,97
Montserrat,United Kingdom,16.7425,-62.1874,2020-04-09,9,0,0,9
,United Kingdom,55.3781,-3.4360000000000004,2020-04-09,65077,7978,135,56964
,Uruguay,-32.5228,-55.7658,2020-04-09,456,7,192,257
,US,37.0902,-95.7129,2020-04-09,461437,16478,25410,419549
,Uzbekistan,41.3775,64.5853,2020-04-09,582,3,38,541
,Venezuela,6.4238,-66.5897,2020-04-09,171,9,84,78
,Vietnam,16.0,108.0,2020-04-09,255,0,128,127
,Zambia,-15.4167,28.2833,2020-04-09,39,1,24,14
,Zimbabwe,-20.0,30.0,2020-04-09,11,3,0,8
,Dominica,15.415,-61.371,2020-04-09,15,0,1,14
,Grenada,12.1165,-61.679,2020-04-09,12,0,0,12
,Mozambique,-18.665695,35.529562,2020-04-09,17,0,0,17
,Syria,34.802075,38.99681500000001,2020-04-09,19,2,0,17
,Timor-Leste,-8.874217,125.727539,2020-04-09,1,0,0,1
,Belize,13.1939,-59.5432,2020-04-09,9,1,0,8
,Laos,19.85627,102.495496,2020-04-09,16,0,0,16
,Libya,26.3351,17.228331,2020-04-09,24,1,8,15
,West Bank and Gaza,31.9522,35.2332,2020-04-09,263,1,44,218
,Guinea-Bissau,11.8037,-15.1804,2020-04-09,36,0,0,36
,Mali,17.570692,-3.996166000000001,2020-04-09,74,7,22,45
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-09,11,0,0,11
Northwest Territories,Canada,64.8255,-124.8457,2020-04-09,5,0,0,5
Yukon,Canada,64.2823,-135.0,2020-04-09,7,0,0,7
,Kosovo,42.602636,20.902977,2020-04-09,184,5,30,149
,Burma,21.9162,95.956,2020-04-09,23,3,2,18
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-09,3,0,0,3
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-09,3,0,0,3
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-09,8,1,0,7
,Botswana,-22.3285,24.6849,2020-04-09,13,1,0,12
,Burundi,-3.3731,29.9189,2020-04-09,3,0,0,3
,Sierra Leone,8.460555000000001,-11.779889,2020-04-09,7,0,0,7
,Malawi,-13.254307999999998,34.301525,2020-04-09,8,1,0,7
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-09,5,0,1,4
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-04-09,1,0,0,1
,South Sudan,6.877000000000002,31.307,2020-04-09,3,0,0,3
,Western Sahara,24.2155,-12.8858,2020-04-09,4,0,0,4
,Sao Tome and Principe,0.18636,6.613081,2020-04-09,4,0,0,4
,Yemen,15.552727,48.516388,2020-04-09,0,0,0,0
,Afghanistan,33.0,65.0,2020-04-10,521,15,32,474
,Albania,41.1533,20.1683,2020-04-10,416,23,182,211
,Algeria,28.0339,1.6596,2020-04-10,1761,256,405,1100
,Andorra,42.5063,1.5218,2020-04-10,601,26,71,504
,Angola,-11.2027,17.8739,2020-04-10,19,2,2,15
,Antigua and Barbuda,17.0608,-61.7964,2020-04-10,19,2,0,17
,Argentina,-38.4161,-63.6167,2020-04-10,1975,82,375,1518
,Armenia,40.0691,45.0382,2020-04-10,937,12,149,776
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-10,103,2,59,42
New South Wales,Australia,-33.8688,151.2093,2020-04-10,2822,22,4,2796
Northern Territory,Australia,-12.4634,130.8456,2020-04-10,28,0,2,26
Queensland,Australia,-28.0167,153.4,2020-04-10,965,4,372,589
South Australia,Australia,-34.9285,138.6007,2020-04-10,428,3,179,246
Tasmania,Australia,-41.4545,145.9707,2020-04-10,122,4,48,70
Victoria,Australia,-37.8136,144.9631,2020-04-10,1241,13,926,302
Western Australia,Australia,-31.9505,115.8605,2020-04-10,506,6,203,297
,Austria,47.5162,14.5501,2020-04-10,13555,319,6064,7172
,Azerbaijan,40.1431,47.5769,2020-04-10,991,10,159,822
,Bahamas,25.0343,-77.3963,2020-04-10,42,8,5,29
,Bahrain,26.0275,50.55,2020-04-10,925,6,539,380
,Bangladesh,23.685,90.3563,2020-04-10,424,27,33,364
,Barbados,13.1939,-59.5432,2020-04-10,67,4,11,52
,Belarus,53.7098,27.9534,2020-04-10,1981,19,169,1793
,Belgium,50.8333,4.0,2020-04-10,26667,3019,5568,18080
,Benin,9.3077,2.3158,2020-04-10,35,1,5,29
,Bhutan,27.5142,90.4336,2020-04-10,5,0,2,3
,Bolivia,-16.2902,-63.5887,2020-04-10,268,19,2,247
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-10,901,36,129,736
,Brazil,-14.235,-51.9253,2020-04-10,19638,1057,173,18408
,Brunei,4.5353,114.7277,2020-04-10,136,1,99,36
,Bulgaria,42.7339,25.4858,2020-04-10,635,25,54,556
,Burkina Faso,12.2383,-1.5616,2020-04-10,443,24,146,273
,Cabo Verde,16.5388,-23.0418,2020-04-10,7,1,1,5
,Cambodia,11.55,104.9167,2020-04-10,119,0,72,47
,Cameroon,3.848,11.5021,2020-04-10,820,12,98,710
Alberta,Canada,53.9333,-116.5765,2020-04-10,1451,32,0,1419
British Columbia,Canada,49.2827,-123.1207,2020-04-10,1370,50,0,1320
Manitoba,Canada,53.7609,-98.8139,2020-04-10,230,3,0,227
New Brunswick,Canada,46.5653,-66.4619,2020-04-10,112,0,0,112
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-10,239,3,0,236
Nova Scotia,Canada,44.682,-63.7443,2020-04-10,407,2,0,405
Ontario,Canada,51.2538,-85.3232,2020-04-10,6237,222,0,6015
Prince Edward Island,Canada,46.5107,-63.4168,2020-04-10,25,0,0,25
Quebec,Canada,52.9399,-73.5491,2020-04-10,11677,241,0,11436
Saskatchewan,Canada,52.9399,-106.4509,2020-04-10,285,3,0,282
,Central African Republic,6.6111,20.9394,2020-04-10,8,0,0,8
,Chad,15.4542,18.7322,2020-04-10,11,0,2,9
,Chile,-35.6751,-71.543,2020-04-10,6501,65,1571,4865
Anhui,China,31.8257,117.2264,2020-04-10,991,6,984,1
Beijing,China,40.1824,116.4142,2020-04-10,588,8,469,111
Chongqing,China,30.0572,107.874,2020-04-10,579,6,570,3
Fujian,China,26.0789,117.9874,2020-04-10,351,1,311,39
Gansu,China,37.8099,101.0583,2020-04-10,139,2,135,2
Guangdong,China,23.3417,113.4244,2020-04-10,1544,8,1434,102
Guangxi,China,23.8298,108.7881,2020-04-10,254,2,252,0
Guizhou,China,26.8154,106.8748,2020-04-10,146,2,144,0
Hainan,China,19.1959,109.7453,2020-04-10,168,6,162,0
Hebei,China,39.549,116.1306,2020-04-10,327,6,313,8
Heilongjiang,China,47.862,127.7615,2020-04-10,638,13,470,155
Henan,China,33.882,113.614,2020-04-10,1276,22,1252,2
Hong Kong,China,22.3,114.2,2020-04-10,989,4,309,676
Hubei,China,30.9756,112.2707,2020-04-10,67803,3216,64236,351
Hunan,China,27.6104,111.7088,2020-04-10,1019,4,1014,1
Inner Mongolia,China,44.0935,113.9448,2020-04-10,128,1,79,48
Jiangsu,China,32.9711,119.455,2020-04-10,651,0,634,17
Jiangxi,China,27.614,115.7221,2020-04-10,937,1,936,0
Jilin,China,43.6661,126.1923,2020-04-10,98,1,95,2
Liaoning,China,41.2956,122.6085,2020-04-10,144,2,132,10
Macau,China,22.1667,113.55,2020-04-10,45,0,10,35
Ningxia,China,37.2692,106.1655,2020-04-10,75,0,75,0
Qinghai,China,35.7452,95.9956,2020-04-10,18,0,18,0
Shaanxi,China,35.1917,108.8701,2020-04-10,256,3,246,7
Shandong,China,36.3427,118.1498,2020-04-10,783,7,756,20
Shanghai,China,31.202,121.4491,2020-04-10,555,7,435,113
Shanxi,China,37.5777,112.2922,2020-04-10,168,0,134,34
Sichuan,China,30.6171,102.7103,2020-04-10,560,3,546,11
Tianjin,China,39.3054,117.323,2020-04-10,183,3,158,22
Tibet,China,31.6927,88.0924,2020-04-10,1,0,1,0
Xinjiang,China,41.1129,85.2401,2020-04-10,76,3,73,0
Yunnan,China,24.974,101.487,2020-04-10,184,2,173,9
Zhejiang,China,29.1832,120.0934,2020-04-10,1267,1,1235,31
,Colombia,4.5709,-74.2973,2020-04-10,2473,80,197,2196
,Congo (Brazzaville),-4.0383,21.7587,2020-04-10,60,5,5,50
,Congo (Kinshasa),-4.0383,21.7587,2020-04-10,215,20,13,182
,Costa Rica,9.7489,-83.7534,2020-04-10,558,3,42,513
,Cote d'Ivoire,7.54,-5.5471,2020-04-10,444,3,52,389
,Croatia,45.1,15.2,2020-04-10,1495,21,231,1243
,Cuba,22.0,-80.0,2020-04-10,564,15,51,498
,Cyprus,35.1264,33.4299,2020-04-10,595,10,58,527
,Czechia,49.8175,15.473,2020-04-10,5732,119,346,5267
Faroe Islands,Denmark,61.8926,-6.9118,2020-04-10,184,0,145,39
Greenland,Denmark,71.7069,-42.6043,2020-04-10,11,0,11,0
,Denmark,56.2639,9.5018,2020-04-10,5819,247,1773,3799
,Djibouti,11.8251,42.5903,2020-04-10,150,1,36,113
,Dominican Republic,18.7357,-70.1627,2020-04-10,2620,126,98,2396
,Ecuador,-1.8312,-78.1834,2020-04-10,7161,297,368,6496
,Egypt,26.0,30.0,2020-04-10,1794,135,384,1275
,El Salvador,13.7942,-88.8965,2020-04-10,117,6,15,96
,Equatorial Guinea,1.5,10.0,2020-04-10,18,0,3,15
,Eritrea,15.1794,39.7823,2020-04-10,34,0,0,34
,Estonia,58.5953,25.0136,2020-04-10,1258,24,93,1141
,Eswatini,-26.5225,31.4659,2020-04-10,12,0,7,5
,Ethiopia,9.145,40.4897,2020-04-10,65,3,4,58
,Fiji,-17.7134,178.065,2020-04-10,16,0,0,16
,Finland,64.0,26.0,2020-04-10,2769,48,300,2421
French Guiana,France,3.9339,-53.1258,2020-04-10,83,0,43,40
French Polynesia,France,-17.6797,149.4068,2020-04-10,51,0,0,51
Guadeloupe,France,16.25,-61.5833,2020-04-10,143,8,67,68
Mayotte,France,-12.8275,45.1662,2020-04-10,191,2,50,139
New Caledonia,France,-20.9043,165.618,2020-04-10,18,0,1,17
Reunion,France,-21.1351,55.2471,2020-04-10,382,0,40,342
Saint Barthelemy,France,17.9,-62.8333,2020-04-10,6,0,1,5
St Martin,France,18.0708,-63.0501,2020-04-10,32,2,11,19
Martinique,France,14.6415,-61.0242,2020-04-10,155,6,50,99
,France,46.2276,2.2137,2020-04-10,124869,13197,24932,86740
,Gabon,-0.8037,11.6094,2020-04-10,44,1,1,42
,Gambia,13.4432,-15.3101,2020-04-10,4,1,2,1
,Georgia,42.3154,43.3569,2020-04-10,234,3,54,177
,Germany,51.0,9.0,2020-04-10,122171,2767,53913,65491
,Ghana,7.9465,-1.0232,2020-04-10,378,6,4,368
,Greece,39.0742,21.8243,2020-04-10,2011,92,269,1650
,Guatemala,15.7835,-90.2308,2020-04-10,126,3,17,106
,Guinea,9.9456,-9.6966,2020-04-10,212,0,15,197
,Guyana,5.0,-58.75,2020-04-10,37,6,8,23
,Haiti,18.9712,-72.2852,2020-04-10,31,2,0,29
,Holy See,41.9029,12.4534,2020-04-10,8,0,2,6
,Honduras,15.2,-86.2419,2020-04-10,382,23,7,352
,Hungary,47.1625,19.5033,2020-04-10,1190,77,112,1001
,Iceland,64.9631,-19.0208,2020-04-10,1675,7,751,917
,India,21.0,78.0,2020-04-10,7598,246,774,6578
,Indonesia,-0.7893,113.9213,2020-04-10,3512,306,282,2924
,Iran,32.0,53.0,2020-04-10,68192,4232,35465,28495
,Iraq,33.0,44.0,2020-04-10,1279,70,550,659
,Ireland,53.1424,-7.6921,2020-04-10,8089,287,25,7777
,Israel,31.0,35.0,2020-04-10,10408,95,1183,9130
,Italy,43.0,12.0,2020-04-10,147577,18849,30455,98273
,Jamaica,18.1096,-77.2975,2020-04-10,63,4,13,46
,Japan,36.0,138.0,2020-04-10,5530,99,685,4746
,Jordan,31.24,36.51,2020-04-10,372,7,170,195
,Kazakhstan,48.0196,66.9237,2020-04-10,812,10,64,738
,Kenya,-0.0236,37.9062,2020-04-10,189,7,22,160
,South Korea,36.0,128.0,2020-04-10,10450,208,7117,3125
,Kuwait,29.5,47.75,2020-04-10,993,1,123,869
,Kyrgyzstan,41.2044,74.7661,2020-04-10,298,5,35,258
,Latvia,56.8796,24.6032,2020-04-10,612,3,16,593
,Lebanon,33.8547,35.8623,2020-04-10,609,20,76,513
,Liberia,6.4281,-9.4295,2020-04-10,37,5,3,29
,Liechtenstein,47.14,9.55,2020-04-10,79,1,55,23
,Lithuania,55.1694,23.8813,2020-04-10,999,22,54,923
,Luxembourg,49.8153,6.1296,2020-04-10,3223,54,500,2669
,Madagascar,-18.7669,46.8691,2020-04-10,93,0,11,82
,Malaysia,2.5,112.5,2020-04-10,4346,70,1830,2446
,Maldives,3.2028,73.2207,2020-04-10,19,0,13,6
,Malta,35.9375,14.3754,2020-04-10,350,2,16,332
,Mauritania,21.0079,10.9408,2020-04-10,7,1,2,4
,Mauritius,-20.2,57.5,2020-04-10,318,9,23,286
,Mexico,23.6345,-102.5528,2020-04-10,3441,194,633,2614
,Moldova,47.4116,28.3699,2020-04-10,1438,29,56,1353
,Monaco,43.7333,7.4167,2020-04-10,90,1,5,84
,Mongolia,46.8625,103.8467,2020-04-10,16,0,4,12
,Montenegro,42.5,19.3,2020-04-10,255,2,4,249
,Morocco,31.7917,-7.0926,2020-04-10,1448,107,122,1219
,Namibia,-22.9576,18.4904,2020-04-10,16,0,3,13
,Nepal,28.1667,84.25,2020-04-10,9,0,1,8
Aruba,Netherlands,12.5186,-70.0358,2020-04-10,86,0,27,59
Curacao,Netherlands,12.1696,-68.99,2020-04-10,14,1,7,6
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-10,50,8,3,39
,Netherlands,52.1326,5.2913,2020-04-10,23097,2511,250,20336
,New Zealand,-40.9006,174.886,2020-04-10,1283,2,373,908
,Nicaragua,12.8654,-85.2072,2020-04-10,7,1,0,6
,Niger,17.6078,8.0817,2020-04-10,438,11,41,386
,Nigeria,9.082,8.6753,2020-04-10,305,7,58,240
,North Macedonia,41.6086,21.7453,2020-04-10,711,32,41,638
,Norway,60.472,8.4689,2020-04-10,6314,113,32,6169
,Oman,21.0,57.0,2020-04-10,484,3,109,372
,Pakistan,30.3753,69.3451,2020-04-10,4695,66,727,3902
,Panama,8.538,-80.7821,2020-04-10,2752,66,16,2670
